Team,Player,Position,Height,Weight,Overall,Speed,Acceleration,Agility,Awareness,Strength,Stamina,Jumping,Toughness,Change of Direction,Throw Power,Short Accuracy,Mid Accuracy,Deep Accuracy,Throw on Run,Throw Under Pressure,Play Action,Break Sack,Catching,Catch in Traffic,Spectacular Catch,Short Routes,Mid Routes,Deep Routes,Release,Carrying,Ball Carrier Vision,Trucking,Stiff Arm,Spin Move,Juke Move,Break Tackle,Run Blocking,Pass Blocking,Impact Blocking,Lead Block,Run Block Finesse,Run Block Power,Pass Block Finesse,Pass Block Power,Finesse Moves,Power Moves,Block Shedding,Tackle,Hit Power,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Press
IND,Xavier Johnson,WR,,,65,89,90,84,61,63,81,85,84,81,31,24,18,14,22,,15,,78,77,78,70,69,68,66,71,75,51,51,69,74,,45,30,45,,,,,,,,,32,27,34,23,21,25,20
IND,Kearis Jackson,WR,,,65,88,89,84,62,62,82,85,84,83,30,25,19,14,22,,16,,79,77,77,70,70,68,64,71,78,45,48,70,77,,44,29,43,,,,,,,,,31,28,35,23,20,26,21
IND,Johnny Johnson III,WR,,,65,88,89,81,65,63,82,81,83,79,29,24,18,13,21,,17,,80,78,79,71,70,68,68,72,77,49,53,69,75,,44,30,42,,,,,,,,,31,29,33,22,19,25,20
IND,Brandon Hill,DB,,,65,90,91,85,64,60,88,84,81,84,28,13,11,9,13,,9,,67,59,65,32,24,20,31,60,68,38,41,64,71,,34,33,56,,,,,,,,,59,64,71,62,66,66,68
IND,Jared Wayne,WR,,,65,89,89,82,60,67,81,86,83,80,30,23,18,14,18,,15,,81,80,82,70,69,67,70,73,75,49,56,67,72,,50,37,48,,,,,,,,,32,30,35,21,17,23,18
IND,LaDarius Henderson,OL,"6'4""",309,64,64,60,51,60,83,83,69,85,57,16,5,5,5,5,,5,,29,20,19,20,12,11,13,24,13,10,10,10,10,,71,67,83,,,,,,,,,31,33,34,13,12,12,10
IND,Luke Lachey,TE,"6'6""",250,64,77,81,78,70,74,83,84,85,74,28,9,20,15,21,,26,,78,75,77,65,60,55,68,72,67,68,61,61,65,,55,58,64,,,,,,,,,45,42,44,31,25,29,17
IND,Jerome Carvin,OL,,,63,68,71,60,68,83,82,75,83,53,20,9,9,8,8,,8,,29,19,20,16,9,7,17,31,18,28,20,15,16,,68,67,78,,,,,,,,,34,34,30,24,12,13,10
IND,Zach Thomas,OL,"6'5""",300,63,74,85,71,63,81,82,59,86,56,16,6,6,6,6,,6,,22,21,15,22,11,10,20,27,19,10,19,10,10,,72,64,84,,,,,,,,,34,35,33,23,10,10,10
IND,Alijah Huzzie,DB,,,63,90,91,85,57,61,87,87,85,83,27,13,11,9,12,,10,,67,59,63,32,23,18,27,60,69,37,41,65,72,,32,32,53,,,,,,,,,59,66,70,57,65,64,66
IND,Jayden Peevy,DL,,,63,65,73,63,63,83,74,70,85,55,20,11,10,10,10,,9,,36,27,26,16,9,7,18,36,25,39,35,18,26,,45,44,87,,,,,,,,,78,76,76,63,15,21,15
IND,Jaylon Thomas,OL,,,63,68,71,60,68,84,81,74,83,53,21,10,9,8,8,,8,,29,19,20,16,9,8,16,31,19,28,21,15,17,,68,68,78,,,,,,,,,34,34,30,23,12,13,10
IND,K.C. Ossai,LB,,,61,85,89,79,55,72,84,84,86,75,25,11,10,9,10,,10,,56,47,47,22,16,10,22,50,46,41,41,40,47,,43,43,78,,,,,,,,,78,79,78,56,52,55,42
IND,Eli Cox,OL,,,61,71,75,62,62,84,82,81,86,57,19,9,8,7,7,,7,,26,19,20,17,9,8,17,27,19,28,23,15,16,,67,66,78,,,,,,,,,34,34,32,24,13,15,11
IND,Jackson Woodard,LB,,,60,85,90,80,56,71,85,84,85,75,25,11,10,9,10,,9,,59,48,50,23,16,10,21,51,48,42,42,41,51,,42,42,76,,,,,,,,,77,78,78,55,53,58,47
IND,Junior Tafuna,DL,,,60,71,77,64,54,84,77,73,88,56,19,11,10,9,10,,10,,35,26,23,17,10,8,17,34,26,36,34,20,27,,44,43,87,,,,,,,,,77,80,75,55,18,23,19
