Team,Player,Position,Height,Weight,Overall,Speed,Acceleration,Agility,Awareness,Strength,Stamina,Jumping,Toughness,Change of Direction,Throw Power,Short Accuracy,Mid Accuracy,Deep Accuracy,Throw on Run,Throw Under Pressure,Play Action,Break Sack,Catching,Catch in Traffic,Spectacular Catch,Short Routes,Mid Routes,Deep Routes,Release,Carrying,Ball Carrier Vision,Trucking,Stiff Arm,Spin Move,Juke Move,Break Tackle,Run Blocking,Pass Blocking,Impact Blocking,Lead Block,Run Block Finesse,Run Block Power,Pass Block Finesse,Pass Block Power,Finesse Moves,Power Moves,Block Shedding,Tackle,Hit Power,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Press
TB,Jack Browning,P,,,68,76,78,66,49,44,80,56,58,56,41,30,29,24,24,,18,,43,14,16,13,11,12,14,40,16,19,17,15,21,,23,17,19,,,,,,,,,39,17,34,21,13,18,10
TB,Ryan Neal,DB,,,66,88,90,83,68,62,86,86,76,80,29,12,11,9,12,,10,,64,52,65,30,22,18,32,59,61,40,43,62,68,,32,29,53,,,,,,,,,58,63,71,66,62,66,71
TB,Dennis Houston,WR,"6'1""",198,66,89,92,80,64,65,84,91,86,80,35,25,20,15,23,,9,,80,79,77,68,67,66,64,75,80,56,65,77,73,,51,42,46,,,,,,,,,31,29,37,26,17,21,15
TB,Sua Opeta,OL,"6'4""",305,66,71,82,57,70,92,81,80,83,51,27,6,6,6,6,,6,,28,20,24,17,7,5,25,23,26,35,32,23,28,,66,66,81,,,,,,,,,48,50,43,36,12,20,15
TB,Mike Greene,DL,"6'3""",293,65,67,72,64,67,83,72,75,79,61,20,15,10,7,8,,6,,40,15,17,15,7,5,15,31,19,33,34,10,10,,45,40,74,,,,,,,,,79,78,70,67,15,21,10
TB,Jose Ramirez,LB,"6'2""",242,65,83,87,79,63,75,81,83,86,72,25,12,11,10,11,,10,,51,40,41,22,15,11,21,50,40,37,37,37,42,,45,45,80,,,,,,,,,79,80,79,61,47,53,35
TB,Tyrek Funderburk,DB,"5'11""",186,65,92,93,83,62,58,87,83,81,85,27,6,6,6,6,,6,,60,61,60,22,17,15,13,61,70,32,39,66,72,,35,35,51,,,,,,,,,51,50,63,64,65,63,64
TB,D.J. Williams,RB,,,65,87,89,80,65,72,84,86,86,79,34,27,22,18,25,,17,,65,53,53,62,54,47,50,88,78,76,76,69,76,,41,52,45,,,,,,,,,34,32,37,16,11,18,12
TB,Tanner Taula,TE,,,65,82,86,79,62,74,83,84,84,77,34,24,18,14,19,,15,,80,77,81,65,60,54,67,72,70,64,63,59,66,,59,58,63,,,,,,,,,40,31,40,24,15,21,17
TB,Garrett Greene,WR,,,65,89,91,84,60,63,83,84,84,83,31,23,18,15,20,,18,,79,77,78,70,69,68,66,72,78,46,50,69,75,,47,28,39,,,,,,,,,32,31,34,26,24,28,20
TB,Deion Jennings,LB,,,64,85,88,80,66,70,84,85,85,75,25,12,11,11,11,,10,,58,47,48,24,14,12,21,55,50,42,43,41,50,,44,44,79,,,,,,,,,78,82,79,65,53,59,45
TB,Marcus Banks,DB,,,64,90,92,85,61,59,87,87,80,85,28,13,11,10,13,,9,,66,58,65,32,24,19,31,58,68,33,37,65,72,,31,30,52,,,,,,,,,55,59,70,60,67,65,71
TB,Tanner Knue,WR,,,64,90,92,86,57,57,81,83,81,85,32,24,19,15,21,,17,,78,74,76,70,70,69,63,70,77,39,43,71,77,,42,26,38,,,,,,,,,29,26,33,24,21,26,18
TB,Dvon J-Thomas,DL,,,63,75,80,69,58,82,78,78,85,59,23,11,9,8,10,,9,,37,27,28,18,12,9,18,37,32,37,35,26,30,,44,44,88,,,,,,,,,76,80,75,59,19,25,20
TB,Silas Dzansi,OL,,,63,65,69,58,66,86,78,71,83,50,24,11,9,8,8,,8,,27,20,20,15,8,7,16,30,21,29,26,16,17,,69,67,80,,,,,,,,,36,38,33,22,11,13,10
TB,Garret Greenfield,OL,,,63,65,69,60,64,85,78,84,82,51,23,10,9,9,9,,8,,24,22,21,16,8,8,18,31,20,25,21,16,17,,70,67,80,,,,,,,,,36,39,32,25,13,14,11
TB,Daniel Grzesiak,DL,,,63,81,84,74,59,78,77,83,84,68,24,8,9,8,9,,10,,38,28,30,18,13,9,20,39,34,36,37,31,37,,44,42,89,,,,,,,,,76,82,77,58,29,39,28
TB,Tyler McLellan,OL,,,63,65,67,56,62,88,75,71,81,46,24,11,9,8,9,,8,,26,21,21,16,8,7,17,29,22,30,28,16,17,,70,67,79,,,,,,,,,35,40,31,20,11,11,10
TB,Ryan Coe,K,,,63,77,78,67,43,53,80,57,57,56,42,32,28,25,22,,20,,42,14,18,13,10,12,15,38,17,22,20,17,22,,19,15,20,,,,,,,,,39,17,40,20,16,18,10
TB,Warren Peeples,DL,,,63,75,80,69,58,82,78,78,85,59,23,11,9,8,10,,9,,37,27,28,18,12,9,18,37,32,37,35,26,30,,44,44,88,,,,,,,,,76,80,75,59,19,25,20
TB,Shilo Sanders,DB,"6'0""",196,63,86,88,78,67,60,88,84,84,79,24,6,6,6,6,,6,,67,58,59,27,21,17,24,60,61,49,44,58,61,,35,35,56,,,,,,,,,63,74,72,65,59,65,59
TB,Lorenz Metz,OL,,,62,67,71,61,67,83,80,73,80,49,24,10,9,9,8,,8,,29,22,22,17,9,8,19,29,22,28,24,16,18,,67,68,78,,,,,,,,,32,36,30,23,11,14,10
TB,Desmond Watson,DL,"6'6""",415,62,41,45,52,54,96,72,64,79,41,20,6,6,6,6,,6,,30,14,17,10,6,5,15,30,19,28,24,10,15,,45,45,91,,,,,,,,,81,83,64,56,14,22,18
TB,Roman Parodie,DB,,,62,89,91,83,56,63,87,86,83,82,26,14,11,9,12,,9,,66,57,64,31,23,19,30,59,62,43,47,61,67,,32,31,55,,,,,,,,,61,70,71,56,61,65,69
TB,Antonio Grier Jr.,LB,"5'11""",230,62,85,88,80,59,72,85,85,87,76,25,11,10,9,10,,9,,58,46,48,24,14,10,20,53,54,45,45,45,54,,44,43,78,,,,,,,,,79,80,77,60,52,59,44
TB,Nick Jackson,LB,,,61,84,89,80,57,73,83,84,86,76,25,11,11,10,11,,10,,57,45,46,22,16,11,20,52,45,41,40,39,48,,44,45,78,,,,,,,,,80,80,78,56,54,59,42
TB,Raiqwon O'Neal,OL,"6'4""",305,61,71,69,61,64,81,82,71,83,57,22,23,21,14,11,,12,,30,23,22,10,4,5,15,32,10,23,10,10,10,,63,69,79,,,,,,,,,34,30,35,30,15,21,10
TB,Nash Hutmacher,DL,,,60,70,74,62,53,85,77,77,86,56,20,11,10,8,11,,10,,33,22,21,18,10,8,17,34,26,35,33,20,24,,46,46,87,,,,,,,,,78,81,75,56,18,23,14
TB,Kyle Trask,QB,"6'5""",236,59,69,79,77,60,57,79,77,87,72,84,80,76,74,76,,73,,33,14,15,16,13,11,14,62,70,43,38,48,51,,17,14,24,,,,,,,,,26,14,27,17,10,16,10
TB,Jake Majors,OL,"6'3""",304,59,65,70,60,57,83,82,67,82,60,16,6,6,9,6,,6,,23,15,15,15,6,5,13,21,10,29,16,10,10,,69,67,79,,,,,,,,,25,28,29,13,12,13,10
TB,Michael Pratt,QB,"6'3""",217,59,81,84,78,47,66,86,85,92,82,84,79,73,76,77,,74,,38,10,12,10,9,10,12,65,76,41,45,52,63,,15,15,23,,,,,,,,,17,12,25,15,10,10,10
TB,Eric Banks,DL,"6'5""",274,58,72,79,68,58,74,69,76,79,60,43,40,36,29,36,,24,,35,19,16,10,3,4,12,32,21,28,31,29,36,,45,45,81,,,,,,,,,77,77,77,55,30,42,21
TB,Ben Scott,OL,"6'5""",310,58,68,70,62,57,84,81,68,83,58,13,6,6,6,6,,6,,23,15,15,15,6,5,15,23,14,29,17,10,10,,69,68,77,,,,,,,,,24,23,22,14,11,12,10
TB,Connor Bazelak,QB,,,55,82,87,81,50,61,79,84,87,77,85,78,73,71,77,,77,,39,22,23,20,18,16,20,61,71,44,40,50,57,,19,18,25,,,,,,,,,25,19,30,18,12,15,12
