Team,Player,Position,Height,Weight,Overall,Speed,Acceleration,Agility,Awareness,Strength,Stamina,Jumping,Toughness,Change of Direction,Throw Power,Short Accuracy,Mid Accuracy,Deep Accuracy,Throw on Run,Throw Under Pressure,Play Action,Break Sack,Catching,Catch in Traffic,Spectacular Catch,Short Routes,Mid Routes,Deep Routes,Release,Carrying,Ball Carrier Vision,Trucking,Stiff Arm,Spin Move,Juke Move,Break Tackle,Run Blocking,Pass Blocking,Impact Blocking,Lead Block,Run Block Finesse,Run Block Power,Pass Block Finesse,Pass Block Power,Finesse Moves,Power Moves,Block Shedding,Tackle,Hit Power,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Press
CHI,Samori Toure,WR,"6'1""",191,67,90,87,90,64,53,83,83,81,85,23,15,10,6,10,,6,,78,73,79,67,69,72,63,65,77,41,64,75,78,,48,23,40,,,,,,,,,32,28,37,19,18,16,14
CHI,Jamree Kromah,DL,"6'3""",275,67,79,85,73,60,82,76,76,83,62,23,9,9,9,9,,9,,38,25,27,22,17,14,24,42,32,39,37,22,32,,45,45,85,,,,,,,,,78,82,79,64,20,27,19
CHI,Deion Hankins,RB,,,67,89,90,84,63,71,85,86,85,83,34,25,21,19,25,,21,,66,58,60,63,57,49,51,85,77,72,71,73,79,,40,54,41,,,,,,,,,36,33,35,23,18,23,20
CHI,JP Richardson,WR,,,65,89,90,83,61,63,83,85,84,83,30,23,18,15,20,,18,,78,77,77,70,69,68,65,72,78,46,50,69,75,,47,28,39,,,,,,,,,31,31,34,25,24,28,20
CHI,Joel Wilson,TE,,,65,84,87,80,61,73,83,83,85,75,33,23,18,14,17,,15,,78,76,77,65,59,54,65,72,71,67,64,61,67,,60,58,63,,,,,,,,,39,34,39,24,16,21,16
CHI,John Jackson,WR,,,65,88,89,84,61,66,81,85,84,81,32,24,19,14,22,,15,,79,78,79,70,69,67,68,72,77,56,56,68,74,,48,32,46,,,,,,,,,35,29,37,24,21,25,20
CHI,Alex Cook,DB,,,64,89,91,84,63,61,87,87,81,84,28,13,11,10,13,,9,,66,57,65,32,23,20,31,60,65,37,40,63,69,,32,32,54,,,,,,,,,57,63,70,60,65,65,71
CHI,Jordan Murray,TE,,,64,85,88,81,60,71,84,85,84,78,34,24,19,14,19,,15,,79,77,81,65,60,54,66,72,72,64,62,62,68,,57,57,60,,,,,,,,,39,33,38,25,17,22,16
CHI,Bill Murray,OL,"6'4""",307,64,67,72,61,71,82,78,63,83,51,11,6,6,6,6,,6,,24,15,15,15,6,5,15,31,10,14,10,10,10,,67,69,77,,,,,,,,,30,20,27,21,12,13,10
CHI,Doug Kramer,OL,"6'2""",300,63,68,74,62,72,84,84,75,87,57,23,9,8,8,8,,8,,30,19,20,17,9,7,18,31,18,27,22,14,16,,66,67,80,,,,,,,,,35,32,32,23,11,13,10
CHI,Tysheem Johnson,DB,"5'10""",195,63,89,91,81,60,53,91,84,86,84,24,6,6,6,6,,6,,66,58,56,28,23,21,22,61,64,50,42,56,61,,35,35,60,,,,,,,,,64,74,72,57,62,66,62
CHI,Jeremiah Walker,DB,,,63,89,91,84,57,60,86,85,83,83,27,13,11,10,13,,9,,67,59,64,32,24,20,30,59,66,37,41,63,70,,33,32,53,,,,,,,,,59,65,71,58,64,65,69
CHI,Major Burns,DB,"6'2""",207,63,89,92,79,60,61,89,89,86,77,32,21,17,13,21,,16,,64,53,57,27,20,17,25,60,67,49,45,58,67,,35,35,56,,,,,,,,,68,77,73,57,63,65,61
CHI,Maurice Alexander,WR,"5'11""",180,62,90,88,87,52,43,80,82,72,84,61,54,51,49,62,,48,,73,70,72,64,62,60,52,67,81,34,38,75,82,,32,25,35,,,,,,,,,24,27,32,32,25,33,21
CHI,Swayze Bozeman,LB,,,61,85,88,80,59,70,83,85,83,75,24,12,11,10,10,,10,,59,47,49,23,16,10,18,53,50,44,41,44,52,,44,45,74,,,,,,,,,78,78,77,58,53,59,46
CHI,Xavier Carlton,LB,,,61,80,86,77,55,78,79,81,88,72,26,12,11,9,12,,9,,47,37,38,21,16,12,23,43,38,36,40,29,38,,45,44,81,,,,,,,,,75,78,77,52,41,45,31
CHI,Power Echols,LB,"5'11""",234,61,82,88,71,62,63,86,80,87,71,25,6,6,6,6,,6,,55,43,46,23,22,17,21,59,46,36,39,43,45,,45,45,70,,,,,,,,,79,78,81,60,57,62,45
CHI,Luke Elkin,LS,,,61,78,79,68,40,57,78,50,54,56,45,31,29,24,24,,19,,42,14,16,13,9,12,14,34,14,24,21,17,22,,18,17,18,,,,,,,,,38,17,42,19,16,16,11
CHI,Chris Glaser,OL,"6'4""",306,61,65,70,69,64,86,79,69,80,56,20,10,8,6,6,,7,,28,21,23,13,10,9,14,26,23,30,30,20,21,,67,68,75,,,,,,,,,32,39,25,30,10,10,10
CHI,Stephen Carlson,TE,"6'4""",240,60,79,83,82,54,70,79,79,83,76,25,15,10,6,10,,6,,76,76,77,59,55,50,62,74,65,65,67,59,65,,60,60,62,,,,,,,,,37,45,33,19,19,23,23
CHI,Joshua Miles,OL,"6'5""",325,55,64,74,56,58,85,81,86,78,53,13,6,6,6,6,,6,,30,25,15,15,5,5,15,46,15,35,20,10,10,,63,62,79,,,,,,,,,45,33,25,31,12,13,10
CHI,Austin Reed,QB,,,55,81,84,80,51,61,80,80,88,78,84,78,72,72,76,,77,,37,22,25,19,17,14,17,65,71,47,41,51,61,,21,18,25,,,,,,,,,24,19,28,17,12,18,11
