Team,Player,Position,Height,Weight,Overall,Speed,Acceleration,Agility,Awareness,Strength,Stamina,Jumping,Toughness,Change of Direction,Throw Power,Short Accuracy,Mid Accuracy,Deep Accuracy,Throw on Run,Throw Under Pressure,Play Action,Break Sack,Catching,Catch in Traffic,Spectacular Catch,Short Routes,Mid Routes,Deep Routes,Release,Carrying,Ball Carrier Vision,Trucking,Stiff Arm,Spin Move,Juke Move,Break Tackle,Run Blocking,Pass Blocking,Impact Blocking,Lead Block,Run Block Finesse,Run Block Power,Pass Block Finesse,Pass Block Power,Finesse Moves,Power Moves,Block Shedding,Tackle,Hit Power,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Press
JAX,Ja'Quinden Jackson,RB,"6'2""",236,65,83,86,80,70,74,82,81,84,77,76,61,57,58,62,,57,,64,52,51,54,47,39,47,86,83,80,77,72,79,,40,49,45,,,,,,,,,29,28,38,30,18,23,23
JAX,J.J. Jones,WR,,,65,90,90,83,60,63,83,85,85,83,29,23,18,15,20,,18,,79,77,77,70,69,68,65,71,77,45,49,69,75,,46,28,39,,,,,,,,,31,31,33,25,24,28,21
JAX,Myles Cole,DL,"6'6""",280,65,83,85,63,65,78,75,84,84,57,22,13,10,7,7,,8,,32,35,35,29,24,23,32,40,26,40,35,35,41,,45,45,81,,,,,,,,,75,75,79,63,32,34,20
JAX,Shawn Bowman,TE,,,65,84,88,81,61,73,83,82,86,75,34,23,18,14,18,,15,,78,74,76,65,60,54,63,72,71,67,64,61,67,,60,58,63,,,,,,,,,39,35,39,25,17,22,16
JAX,Darius Lassiter,WR,,,65,89,90,83,62,62,82,85,83,82,32,24,19,15,20,,17,,78,76,77,70,69,68,65,71,77,48,50,69,75,,46,27,40,,,,,,,,,31,28,33,25,23,27,20
JAX,C.J. Beathard,QB,,,65,78,77,77,65,61,76,73,91,74,86,82,77,79,78,,78,,37,21,24,19,17,14,19,60,74,40,39,49,60,,19,16,27,,,,,,,,,26,17,29,15,13,18,11
JAX,Dieter Eiselen,OL,,,65,67,70,61,75,83,83,71,84,52,22,9,8,8,8,,8,,31,19,20,16,8,7,17,33,19,27,21,15,17,,68,69,79,,,,,,,,,35,32,33,25,12,14,10
JAX,Louis Rees-Zammit,WR,,,65,89,89,83,60,65,81,85,85,81,29,24,18,15,21,,16,,79,78,79,70,69,68,68,72,76,51,54,67,73,,46,32,45,,,,,,,,,33,30,35,23,21,25,20
JAX,Joshua Cephus,WR,,,64,89,90,84,57,61,81,86,83,82,30,23,19,15,19,,16,,80,78,80,69,69,67,65,72,76,41,49,68,74,,46,33,44,,,,,,,,,30,29,33,21,18,23,18
JAX,Patrick Murtagh,TE,,,64,84,88,81,60,73,83,84,84,77,35,24,18,14,19,,15,,79,77,82,65,60,54,66,72,70,65,62,60,68,,59,58,62,,,,,,,,,40,32,38,23,16,21,16
JAX,Dennis Daley,OL,"6'6""",325,64,67,64,55,76,82,84,67,83,49,33,6,6,6,6,,6,,27,15,15,15,6,5,15,40,10,25,10,10,10,,72,65,77,,,,,,,,,41,26,31,32,12,12,10
JAX,Patrick Herbert,TE,,,64,84,88,80,58,73,84,85,84,74,33,23,18,15,19,,16,,78,78,80,64,59,54,65,72,71,66,63,61,68,,60,59,63,,,,,,,,,39,37,39,26,18,22,17
JAX,John Copenhaver,TE,,,64,84,88,80,58,73,84,85,84,74,33,23,18,15,19,,16,,78,78,80,64,59,54,65,72,71,66,63,61,68,,60,59,63,,,,,,,,,39,37,39,26,18,22,17
JAX,Dorian Singer,WR,,,64,90,91,84,52,61,85,85,82,85,30,23,18,14,19,,15,,80,76,79,70,69,68,64,70,79,37,46,71,77,,47,33,42,,,,,,,,,26,25,31,23,16,22,16
JAX,Ethan Downs,DL,"6'4""",269,63,83,87,65,51,83,77,82,86,63,21,6,6,6,6,,6,,35,22,22,15,7,5,15,33,33,31,35,27,32,,45,45,64,,,,,,,,,76,79,76,53,32,42,31
JAX,Ricky Lee,OL,,,63,68,71,61,67,83,82,74,82,53,21,9,9,8,8,,8,,29,20,20,17,9,7,18,31,19,28,21,15,17,,67,68,78,,,,,,,,,33,34,30,24,12,13,10
JAX,Cam Camper,WR,"6'3""",198,63,89,90,80,67,68,82,80,85,83,30,15,10,10,15,,15,,78,77,76,68,66,63,68,71,75,53,53,70,72,,52,37,48,,,,,,,,,37,36,35,24,22,24,34
JAX,James Carpenter,DL,,,63,75,79,69,58,82,77,78,86,59,22,11,9,8,10,,10,,36,27,27,18,13,9,17,38,32,36,36,25,29,,45,45,88,,,,,,,,,76,80,75,59,19,26,19
JAX,Eli Mostaert,DL,,,62,74,79,69,57,81,77,77,86,58,23,11,9,8,10,,9,,36,28,28,18,12,9,17,38,32,37,35,24,28,,45,45,88,,,,,,,,,76,79,74,59,19,25,19
JAX,Doneiko Slaughter,DB,,,62,90,91,84,56,60,87,86,83,84,27,13,11,9,12,,9,,67,59,64,31,23,18,29,58,67,36,40,65,71,,31,31,52,,,,,,,,,55,61,69,57,64,65,68
JAX,Cooper Hodges,OL,,,62,68,73,63,69,83,83,77,84,56,23,9,9,8,8,,8,,29,19,20,17,9,7,19,31,18,28,22,14,16,,66,66,79,,,,,,,,,36,34,32,23,11,13,10
JAX,Jabbar Muhammad,DB,,,61,90,91,85,59,57,88,79,82,84,28,13,11,8,12,,6,,66,54,61,32,23,17,30,57,68,34,40,67,74,,29,28,50,,,,,,,,,54,57,68,59,66,65,66
JAX,Keivie Rose,DL,,,60,71,75,62,54,85,77,76,87,56,20,12,10,9,10,,10,,33,23,21,17,10,8,17,34,26,35,32,19,24,,44,44,85,,,,,,,,,78,80,75,55,17,22,16
JAX,Sal Wormley,OL,"6'3""",327,60,64,80,57,58,77,81,67,83,45,12,6,6,6,6,,6,,23,10,12,15,7,5,15,22,13,35,11,10,10,,68,67,80,,,,,,,,,27,21,27,11,12,17,10
JAX,Cam'Ron Silmon-Craig,DB,"5'11""",194,59,83,83,76,60,59,91,75,87,78,24,6,6,6,6,,6,,67,59,58,24,16,12,21,60,63,49,43,61,63,,35,35,50,,,,,,,,,64,73,74,57,63,67,62
JAX,Seth Henigan,QB,,,57,84,87,81,50,61,81,82,89,78,87,78,74,73,78,,78,,38,23,26,22,19,16,21,57,68,45,39,47,56,,20,17,25,,,,,,,,,27,20,29,21,13,18,12
