Team,Player,Position,Height,Weight,Overall,Speed,Acceleration,Agility,Awareness,Strength,Stamina,Jumping,Toughness,Change of Direction,Throw Power,Short Accuracy,Mid Accuracy,Deep Accuracy,Throw on Run,Throw Under Pressure,Play Action,Break Sack,Catching,Catch in Traffic,Spectacular Catch,Short Routes,Mid Routes,Deep Routes,Release,Carrying,Ball Carrier Vision,Trucking,Stiff Arm,Spin Move,Juke Move,Break Tackle,Run Blocking,Pass Blocking,Impact Blocking,Lead Block,Run Block Finesse,Run Block Power,Pass Block Finesse,Pass Block Power,Finesse Moves,Power Moves,Block Shedding,Tackle,Hit Power,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Press
SF,J.R. Singleton,DL,,,64,74,79,69,59,82,77,78,86,59,22,10,9,8,10,,10,,35,27,27,18,13,10,17,38,32,36,36,25,29,,46,46,88,,,,,,,,,76,80,75,60,20,26,18
SF,Sala Aumavae-Laulu,OL,,,64,64,69,57,71,86,79,78,87,49,18,9,8,7,7,,7,,30,18,19,17,9,8,15,31,18,27,25,16,16,,68,66,81,,,,,,,,,38,35,31,24,12,13,11
SF,John Rhys Plumlee,WR,,,64,89,90,84,59,62,81,84,85,83,29,24,18,14,22,,16,,79,77,77,70,69,68,64,71,76,47,49,69,75,,44,29,43,,,,,,,,,31,28,35,23,21,26,20
SF,Montorie Foster Jr,WR,,,63,89,90,84,53,62,85,84,83,84,31,23,18,14,20,,15,,80,76,79,70,69,67,64,70,79,41,47,71,77,,47,31,42,,,,,,,,,28,26,33,22,17,23,18
SF,Michael Dowell,DB,,,63,89,90,82,61,66,87,85,86,81,27,13,10,9,13,,10,,67,60,66,32,24,20,31,62,63,48,48,58,65,,34,34,61,,,,,,,,,66,78,72,58,59,63,68
SF,Jalan Gaines,DL,,,63,74,79,69,58,82,77,77,87,58,22,11,9,8,10,,10,,36,27,27,18,13,10,17,38,32,36,36,24,28,,46,46,88,,,,,,,,,76,79,74,59,19,26,18
SF,D.K. Kaufman,DB,,,62,89,91,84,58,60,87,85,83,83,27,12,11,9,13,,9,,67,59,64,31,24,20,31,60,65,39,42,62,69,,34,33,54,,,,,,,,,60,64,71,58,64,66,68
SF,Mike Novitsky,OL,,,62,68,72,61,66,83,82,76,83,54,21,10,9,8,8,,8,,29,19,20,16,9,8,16,29,20,29,22,16,17,,67,67,78,,,,,,,,,34,35,31,24,12,13,10
SF,Jamie Sheriff,LB,"6'1""",254,62,83,87,77,58,74,80,84,84,73,24,13,11,9,10,,9,,52,43,41,22,15,10,21,47,45,42,39,39,44,,45,46,78,,,,,,,,,77,79,77,58,47,50,35
SF,D'Eryk Jackson,LB,,,62,84,88,78,61,72,83,85,85,74,24,13,11,10,12,,10,,53,47,51,23,14,11,21,51,48,42,44,45,50,,43,42,79,,,,,,,,,77,80,78,60,50,55,43
SF,Keydrain Calligan,DB,,,62,89,91,84,58,60,87,85,83,83,27,12,11,9,13,,9,,67,59,64,31,24,20,31,60,65,39,42,62,69,,34,33,54,,,,,,,,,60,64,71,58,64,66,68
SF,Anthony Campbell,DL,,,62,74,79,68,57,81,77,77,87,58,23,11,9,8,10,,9,,36,28,28,18,12,9,17,39,32,37,36,23,27,,46,45,88,,,,,,,,,76,79,74,59,19,26,18
SF,Luke Felix-Fualalo,OL,,,62,67,71,59,59,85,81,76,84,53,20,10,9,8,8,,8,,28,19,20,15,9,8,16,28,20,31,23,16,17,,69,68,77,,,,,,,,,34,34,30,22,11,13,10
SF,Kam Alexander,DB,,,62,89,91,84,58,60,87,85,83,83,27,12,11,9,13,,9,,67,59,64,31,24,20,31,60,65,39,42,62,69,,34,34,54,,,,,,,,,60,64,70,57,64,65,68
SF,Cody White,WR,"6'3""",215,61,83,85,76,67,69,82,85,79,70,30,15,10,10,15,,15,,79,80,77,68,68,67,66,69,74,48,56,69,73,,52,40,48,,,,,,,,,37,36,35,24,22,24,34
SF,Zy Alexander,DB,,,61,88,91,83,56,61,88,80,84,83,28,14,11,9,12,,9,,68,59,65,31,23,18,28,59,68,37,40,64,70,,33,33,51,,,,,,,,,55,62,69,58,64,65,67
SF,Isas Waxter,DB,,,61,88,90,83,56,65,88,85,86,81,27,14,11,9,12,,10,,68,60,65,32,23,18,29,60,65,44,47,61,67,,32,31,56,,,,,,,,,63,74,71,57,61,64,69
SF,Jaren Hall,QB,,,61,81,83,80,55,59,78,76,90,76,85,80,75,74,77,,78,,36,20,23,19,17,15,17,65,75,40,35,52,63,,18,17,27,,,,,,,,,24,17,27,16,12,18,12
SF,Wy'Kevious Thomas,DL,,,60,73,77,64,53,84,77,77,87,57,20,11,10,9,10,,10,,35,24,22,17,10,8,17,35,26,36,32,21,26,,43,43,82,,,,,,,,,77,80,75,54,19,23,19
SF,Seth Coleman,LB,,,60,83,88,79,56,73,83,83,86,75,25,12,10,9,11,,9,,55,44,45,22,16,11,22,48,46,41,41,37,47,,44,44,77,,,,,,,,,77,77,78,55,50,54,41
SF,Josh Ross,LB,"6'0""",229,58,79,86,72,60,65,82,81,83,69,25,6,6,6,6,,6,,59,54,52,15,8,5,15,55,43,41,35,46,52,,45,44,69,,,,,,,,,77,82,82,56,55,56,37
