Team,Player,Position,Height,Weight,Overall,Speed,Acceleration,Agility,Awareness,Strength,Stamina,Jumping,Toughness,Change of Direction,Throw Power,Short Accuracy,Mid Accuracy,Deep Accuracy,Throw on Run,Throw Under Pressure,Play Action,Break Sack,Catching,Catch in Traffic,Spectacular Catch,Short Routes,Mid Routes,Deep Routes,Release,Carrying,Ball Carrier Vision,Trucking,Stiff Arm,Spin Move,Juke Move,Break Tackle,Run Blocking,Pass Blocking,Impact Blocking,Lead Block,Run Block Finesse,Run Block Power,Pass Block Finesse,Pass Block Power,Finesse Moves,Power Moves,Block Shedding,Tackle,Hit Power,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Press
MIN,Chris Myarick,TE,,,67,80,85,77,70,76,83,79,84,69,32,24,18,14,18,,14,,78,76,75,65,60,54,66,72,67,65,62,58,64,,63,61,67,,,,,,,,,39,30,38,22,15,20,16
MIN,Neil Farrell,DL,,,66,63,74,54,73,91,71,56,88,49,22,10,8,8,9,,8,,30,21,23,20,12,9,18,40,24,42,41,14,19,,45,39,97,,,,,,,,,80,80,76,72,13,17,15
MIN,Mohamed Kamara,LB,"6'1""",248,66,85,89,79,62,76,82,84,84,74,24,13,12,10,10,,10,,53,43,42,22,16,10,21,47,45,41,39,38,44,,44,44,79,,,,,,,,,79,80,80,62,50,52,35
MIN,Grayson Murphy,LB,"6'2""",260,66,84,87,77,65,75,80,85,84,72,24,13,11,10,11,,10,,52,43,46,24,14,11,22,49,46,43,43,44,45,,45,45,80,,,,,,,,,77,81,79,64,44,52,35
MIN,Dequan Jackson,LB,,,65,85,87,80,67,70,84,85,85,75,25,12,11,10,10,,10,,59,49,51,24,14,11,21,54,50,40,44,44,53,,44,43,81,,,,,,,,,78,81,80,66,54,60,47
MIN,Ben Stille,DL,,,65,73,77,65,66,83,75,77,84,58,24,10,9,8,8,,7,,38,28,27,18,11,8,19,37,31,40,36,25,30,,47,47,88,,,,,,,,,78,79,76,66,22,29,20
MIN,Erik Ezukanma,WR,"6'2""",206,65,88,91,81,60,68,84,86,85,78,25,20,15,10,19,,12,,80,79,81,68,67,64,71,73,79,66,61,68,74,,50,36,49,,,,,,,,,20,22,28,15,12,16,15
MIN,Monaray Baldwin,WR,,,65,90,90,83,61,63,83,85,85,83,29,23,18,15,21,,18,,78,77,77,70,69,68,64,71,77,45,48,69,75,,46,27,40,,,,,,,,,31,31,33,25,23,28,21
MIN,Jalen McKenzie,OL,,,64,67,70,59,69,84,81,73,83,51,21,10,9,8,8,,8,,29,19,20,16,9,7,16,32,19,28,22,15,17,,69,68,79,,,,,,,,,34,34,31,23,12,13,10
MIN,Hayden Rucci,TE,,,64,85,89,82,59,72,83,85,85,76,34,24,18,14,19,,14,,79,77,80,65,60,54,66,72,71,66,62,62,69,,59,58,62,,,,,,,,,39,32,37,23,17,22,15
MIN,Derrick McLendon,DL,,,64,80,82,74,62,78,76,81,84,64,23,9,9,8,9,,9,,39,30,31,19,13,9,19,40,35,38,38,30,36,,45,44,90,,,,,,,,,76,80,75,59,28,38,27
MIN,Jason Maitre,DB,,,64,90,92,86,62,57,88,86,81,86,28,13,11,9,12,,9,,66,58,66,32,23,19,31,59,69,32,38,67,73,,34,33,53,,,,,,,,,55,58,70,61,67,65,67
MIN,A.J. Henning,WR,,,64,89,91,85,53,63,86,83,82,86,32,23,18,14,21,,15,,80,76,79,70,69,67,64,70,81,42,48,72,78,,47,31,42,,,,,,,,,28,27,33,22,17,23,19
MIN,Theo Wease Jr.,WR,,,64,88,89,82,53,69,85,85,84,81,31,22,18,14,19,,15,,81,79,82,70,69,67,70,72,78,51,57,68,74,,52,36,48,,,,,,,,,33,29,35,22,17,23,20
MIN,Patrick McMorris,DB,"6'0""",210,64,87,90,81,64,63,84,76,80,82,41,32,27,22,20,,13,,71,64,67,54,47,44,35,74,73,61,59,67,72,,35,35,60,,,,,,,,,63,83,74,63,63,67,68
MIN,Ryan Hayes,OL,"6'6""",307,63,66,78,71,70,78,82,74,85,58,47,51,42,35,23,,32,,45,47,45,43,35,34,48,51,43,42,42,40,41,,70,68,75,,,,,,,,,40,49,50,41,10,11,10
MIN,Bayron Matos,OL,,,63,67,69,57,64,86,78,73,82,49,21,10,9,8,8,,8,,27,20,20,16,9,7,16,30,20,29,24,15,17,,69,67,79,,,,,,,,,34,37,29,21,11,12,10
MIN,BJ Adams,DB,,,63,90,91,84,58,61,87,85,83,83,27,13,11,9,13,,9,,67,60,64,31,24,20,31,59,66,39,43,62,69,,33,32,54,,,,,,,,,60,64,71,58,64,66,68
MIN,Andrew Armstrong,WR,,,63,88,88,82,54,64,84,85,84,80,30,22,17,14,18,,14,,80,79,82,70,70,68,67,70,77,46,53,67,73,,51,35,46,,,,,,,,,31,27,35,23,17,24,19
MIN,Eugene Asante,LB,"6'1""",219,63,90,91,79,61,69,86,87,87,80,21,6,6,6,6,,6,,53,47,49,24,18,16,23,62,46,43,45,53,55,,45,45,74,,,,,,,,,79,78,79,59,55,61,47
MIN,Ethan Robinson,DB,,,63,90,91,84,58,61,87,85,83,83,27,13,11,9,13,,9,,67,60,64,31,24,20,31,59,66,39,43,62,69,,33,32,54,,,,,,,,,60,64,71,58,64,66,68
MIN,Isaiah Johnson,DB,,,63,87,90,83,61,65,87,89,84,82,29,14,11,10,13,,11,,67,58,65,32,23,20,32,62,61,46,49,58,63,,34,33,58,,,,,,,,,63,71,71,58,60,64,71
MIN,Obinna Eze,OL,,,62,67,68,56,67,83,80,73,80,46,23,9,8,8,8,,8,,29,17,18,16,9,7,15,29,20,30,26,16,19,,68,66,78,,,,,,,,,34,35,28,21,11,13,10
MIN,Josh Priebe,OL,"6'5""",306,61,65,70,60,59,86,80,71,85,56,14,6,6,6,6,,6,,25,14,15,10,6,5,10,23,12,30,14,10,10,,69,67,78,,,,,,,,,26,28,29,15,10,12,10
MIN,Addison West,OL,"6'3""",305,61,69,72,65,58,81,81,80,83,56,12,6,6,6,6,,6,,22,10,15,10,6,5,15,25,15,24,17,10,10,,69,67,78,,,,,,,,,24,25,25,15,11,12,10
MIN,Alex Huntley,DL,,,61,73,77,66,54,83,78,78,87,59,21,12,10,9,10,,10,,34,24,23,17,10,8,17,34,29,35,33,22,28,,44,44,85,,,,,,,,,77,79,75,55,20,25,19
